address,cost,cuisine,lat,link,lng,phone,rating_number,rating_text,subzone,title,type,votes,groupon,color,cost_2,cuisine_color
" Shop 14, 425 Bourke Street, Surry Hills, Sydney",40,"['Cafe', 'Coffee and Tea']",-33.8828937,https://www.zomato.com/sydney/daily-eats-surry-hills,151.2160853,Not available for this place,,,Surry Hills,Daily Eats,['Café'],,FALSE,#000000,4.471544715,#6f706b
" 235 Spit Road, Mosman, Sydney",40,"['Cafe', 'Burger']",-33.8063368,https://www.zomato.com/sydney/jimmys-on-the-spit-mosman,151.2471332,02 8386 9507,,,Mosman,Jimmy's On The Spit,['Café'],,FALSE,#000000,4.471544715,#6f706b
" Shop 1, 183-185 Rowe Street, Eastwood, Sydney",40,['Chinese'],-33.7916205,https://www.zomato.com/sydney/hunan-rice-noodles-eastwood,151.079652,02 7901 7846,,,Eastwood,Hunan Rice Noodles,['Casual Dining'],,FALSE,#000000,4.471544715,#f45042
" 110B Boundary Street, Darlinghurst, Sydney",35,"['Italian', 'Cafe']",-33.8796856,https://www.zomato.com/sydney/apache-salute-darlinghurst,151.2234054,0418 651 471,,,Darlinghurst,Apache Salute,['Café'],,FALSE,#000000,4.085365854,#6f706b
" 67 Glebe Point Road, Glebe, Sydney",25,['Cafe'],-33.882721,https://www.zomato.com/sydney/pamakon-cafe-glebe,151.1910422,02 9566 4944,2.9,Average,Glebe,Pamakon Cafe,['Café'],6,FALSE,#fdb475,3.31300813,#6f706b
" Shop 8, 50 Burns Bay Road, Lane Cove, Sydney",40,['Cafe'],-33.8150878,https://www.zomato.com/sydney/nibu-lane-cove,151.1682216,02 9418 3222,,,Lane Cove,NiBu,['Casual Dining'],,FALSE,#000000,4.471544715,#6f706b
" 33 Chandos Street, St Leonards, Sydney",35,['Cafe'],-33.8222856,https://www.zomato.com/sydney/oven-cafe-st-leonards,151.1964241,02 9436 4344,,,St Leonards,Oven Cafe,['Café'],,FALSE,#000000,4.085365854,#6f706b
" Shop 25, 6-8 Hannah Street, Beecroft, Sydney",55,['Asian'],-33.7488413,https://www.zomato.com/sydney/beecroft-kitchen-beecroft,151.0655821,02 9484 2815,3.1,Average,Beecroft,Beecroft Kitchen,['Casual Dining'],14,FALSE,#fda25a,5.630081301,#6f706b
" 1/481 Old South Head Road, Rose Bay, Sydney",40,['Cafe'],-33.8756984,https://www.zomato.com/sydney/oscars-cafe-rose-bay,151.2723015,02 9388 2833,2.9,Average,Rose Bay,Oscars Cafe,['Café'],7,FALSE,#fdb475,4.471544715,#6f706b
" 1431 Botany Road, Botany Bay, Sydney",60,['Pizza'],-33.9457545,https://www.zomato.com/sydney/jilted-anchovy-botany-bay,151.1975196,02 9666 9119,,,Botany Bay,Jilted Anchovy,['Casual Dining'],,FALSE,#000000,6.016260163,#6f706b
" 544 Princes Highway, Rockdale, Sydney",50,['Nepalese'],-33.9536959,https://www.zomato.com/sydney/nepalese-mo-mo-house-rockdale,151.1379195,02 8384 4103,,,Rockdale,Nepalese Mo:Mo House,['Casual Dining'],,FALSE,#000000,5.243902439,#6f706b
" 4 Gale Street, Concord, Sydney",40,"['Australian', 'Cafe']",-33.8478152,https://www.zomato.com/sydney/gale-street-espresso-concord,151.1073643,02 9736 1376,,,Concord,Gale Street Espresso,['Café'],,FALSE,#000000,4.471544715,#4186f4
" 1003 Old Princes Highway, Engadine, Sydney",55,"['Italian', 'Pizza']",-34.0641252,https://www.zomato.com/sydney/la-bamba-pizzeria-engadine,151.0153414,(02) 9520 4162,,,Engadine,La Bamba Pizzeria,['Casual Dining'],,FALSE,#000000,5.630081301,#6f706b
" 123 Alfred Street, Parramatta, Sydney",35,['Australian'],-33.8182465,https://www.zomato.com/sydney/eatery-33-parramatta,151.0173562,02 9833 9693,,,Parramatta,Eatery 33,['Casual Dining'],,FALSE,#000000,4.085365854,#4186f4
" 9/7 Redleaf Avenue, Wahroonga, Sydney",35,"['Cafe', 'Bakery']",-33.7186021,https://www.zomato.com/sydney/redleaf-piccolo-wahroonga,151.1174104,02 9489 7243,,,Wahroonga,Redleaf Piccolo,['Café'],,FALSE,#000000,4.085365854,#6f706b
" Shop 5A, Chullora Marketplace, 357 Waterloo Road, Greenacre, Sydney",25,['Fish and Chips'],-33.8930485,https://www.zomato.com/sydney/chullora-ocean-foods-greenacre,151.0614528,02 9758 8732,,,Greenacre,Chullora Ocean Foods,"['Casual Dining', 'Fast Food']",,FALSE,#000000,3.31300813,#6f706b
" 11 Renown Road, Baulkham Hills, Sydney",65,"['Seafood', 'Modern Australian']",-33.7629467,https://www.zomato.com/sydney/the-gallery-restaurant-baulkham-hills,151.0047363,(02) 9639 2100,2.8,Average,Baulkham Hills,The Gallery Restaurant,['Casual Dining'],6,FALSE,#fdbd83,6.402439024,#4186f4
" 45 The Crescent, Fairfield, Sydney",30,"['Burmese', 'Filipino']",-33.8723573,https://www.zomato.com/sydney/aunty-los-kitchen-fairfield,150.9559512,(02) 9728 1475,,,Fairfield,Aunty Lo's Kitchen,['Casual Dining'],,FALSE,#000000,3.699186992,#6f706b
" 32-34 Littleton Street, Riverwood, Sydney",40,['Pub Food'],-33.9523156,https://www.zomato.com/sydney/helens-club-rivers-riverwood-southern-sydney,151.054764,(02) 9533 3144,,,Riverwood,Helen's @ Club Rivers,['Pub'],,FALSE,#000000,4.471544715,#6f706b
" Nepean Village, Corner of Station Street and Woodriff Street, Penrith, Sydney",25,"['Fish and Chips', 'Seafood']",-33.7573958,https://www.zomato.com/sydney/atlantic-seafood-penrith,150.6925823,02 4731 4178,,,"Nepean Village, Penrith",Atlantic Seafood,['Food Court'],,FALSE,#000000,3.31300813,#6f706b
" 5/52 Lyons Road, Drummoyne, Sydney",45,['Cafe'],-33.8510371,https://www.zomato.com/sydney/the-grind-house-drummoyne,151.1539195,04 3113 5469,,,Drummoyne,The Grind House,['Café'],,FALSE,#000000,4.857723577,#6f706b
" Dee Why RSL Club, 932 Pittwater Road, Dee Why, Sydney",55,"['Italian', 'Seafood']",-33.7498185,https://www.zomato.com/sydney/aqua-bar-dining-dee-why,151.2897757,02 9454 4000,2.8,Average,Dee Why RSL Club,Aqua Bar & Dining,['Casual Dining'],6,FALSE,#fdbd83,5.630081301,#6f706b
" 99 George Street, Windsor, Sydney",25,['Pub Food'],-33.6053078,https://www.zomato.com/sydney/macquarie-arms-hotel-windsor,150.8223154,02 4577 2206,,,Windsor,Macquarie Arms Hotel,['Pub'],,FALSE,#000000,3.31300813,#6f706b
" Shop 7, King Street, Rockdale, Sydney",40,['Cafe'],-33.952623,https://www.zomato.com/sydney/kapital-coffee-shop-rockdale,151.1384907,Not available for this place,,,Rockdale,Kapital Coffee shop,['Café'],,FALSE,#000000,4.471544715,#6f706b
" 10 St Johns Avenue, Gordon, Sydney",40,"['American', 'Burger']",-33.7565125,https://www.zomato.com/sydney/slide-n-shake-gordon,151.153689,02 9499 2941,,,Gordon,Slide N Shake,['Casual Dining'],,FALSE,#000000,4.471544715,#6f706b
" 29-31 Boomerang Place, Seven Hills, Sydney",55,['Indian'],-33.7750194,https://www.zomato.com/sydney/jaggis-indian-eatery-1-seven-hills,150.9361673,02 8678 5432,,,Seven Hills,Jaggi's Indian Eatery,['Casual Dining'],,FALSE,#000000,5.630081301,#6f706b
" Market Hotel, 268 Parramatta Road, Homebush, Sydney",75,['Pub Food'],-33.8601265,https://www.zomato.com/sydney/paddys-bar-brewery-homebush,151.0721592,02 9764 3500,2.7,Average,Homebush,Paddy's Bar & Brewery,"['Pub', 'Casual Dining']",4,FALSE,#fdc590,7.174796748,#6f706b
" 66 Goulburn Street, CBD, Sydney",45,['Cafe'],-33.8781772,https://www.zomato.com/sydney/the-associate-cbd,151.2080418,02 9269 0353,,,CBD,The Associate,['Café'],,FALSE,#000000,4.857723577,#6f706b
" 2/80 George Street, Parramatta, Sydney",25,['Cafe'],-33.8138248,https://www.zomato.com/sydney/ground-floor-cafe-espresso-bar-parramatta,151.0057294,02 9687 0223,,,Parramatta,Ground Floor Cafe & Espresso Bar,['Café'],,FALSE,#000000,3.31300813,#6f706b
" Shop 3, 20 Argyle Street, Camden, Sydney",40,"['BBQ', 'Burger', 'Charcoal Chicken']",-34.0538573,https://www.zomato.com/sydney/camden-charcoal-chicken-camden,150.6988309,02 4655 9812,3.1,Average,Camden,Camden Charcoal Chicken,['Fast Food'],11,FALSE,#fda25a,4.471544715,#6f706b
" 329A Glebe Point Road, Glebe, Sydney",35,['Fish and Chips'],-33.87731,https://www.zomato.com/sydney/fresh-ocean-seafood-glebe,151.1854041,02 9571 8998,,,Glebe,Fresh Ocean Seafood,['Fast Food'],,FALSE,#000000,4.085365854,#6f706b
" Suite 1, Milgate Arcade, 157 Queen Street, Campbelltown, Sydney",20,"['Bakery', 'Pizza', 'Lebanese']",,https://www.zomato.com/sydney/yasmin-bakery-campbelltown,,02 4620 0681,,,Campbelltown,Yasmin Bakery,['Bakery'],,FALSE,#000000,2.926829268,#dee82c
" Shop 2, 22-24 Market Street, CBD, Sydney",50,['Cafe'],-33.8706614,https://www.zomato.com/sydney/cosy-cafe-cbd,151.2050386,Not available for this place,,,CBD,Cosy Cafe,['Café'],,FALSE,#000000,5.243902439,#6f706b
" Shop 4, 206-208 Liverpool Road, Ashfield, Sydney",45,"['Indian', 'Nepalese']",-33.8897001,https://www.zomato.com/sydney/da-vatti-ashfield,151.1256151,02 9716 8800,,,Ashfield,Da Vatti,['Casual Dining'],,FALSE,#000000,4.857723577,#6f706b
" Food Court, Level 1, Westfield Burwood, 100 Burwood Road, Burwood, Sydney",25,"['Kebab', 'Arabian']",-33.8746207,https://www.zomato.com/sydney/kebabs-1-burwood,151.1057492,0400 223 730,,,Burwood,#Kebabs,['Food Court'],,FALSE,#000000,3.31300813,#6f706b
" 164a Victoria Road, Gladesville, Sydney",40,"['Mediterranean', 'Kebab']",-33.8328366,https://www.zomato.com/sydney/gladesville-kebab-gladesville,151.1267344,02 9817 4469,,,Gladesville,Gladesville Kebab,['Casual Dining'],,FALSE,#000000,4.471544715,#6f706b
" Shop 1063, Level 1, Food Court, Westfield Miranda, 600 Kingsway, Miranda, Sydney",30,['Healthy Food'],-34.0350519,https://www.zomato.com/sydney/pure-natural-miranda,151.1003508,02 9524 1520,,,"Westfield Miranda, Miranda",Pure & Natural,['Food Court'],,FALSE,#000000,3.699186992,#6f706b
" Shop PR12, Forum Plaza, Leonards Train Station, 201-205 Pacific Highway, St Leonards, Sydney",30,"['Thai', 'Asian']",,https://www.zomato.com/sydney/phatboys-thai-st-leonards,,Not available for this place,,,"Forum Plaza, St Leonards",Phatboys Thai,['Food Court'],,FALSE,#000000,3.699186992,#6f706b
" Shop 7a, Murray Arcade, 127-135 Burwood Road, Burwood, Sydney",40,['Chinese'],-33.8777782,https://www.zomato.com/sydney/dimsum-master-burwood,151.1032011,02 8084 1868,,,Burwood,Dimsum Master,['Casual Dining'],,FALSE,#000000,4.471544715,#f45042
" 16 Waltz Street, Rockdale, Sydney",25,"['Lebanese', 'Pizza']",-33.9519012,https://www.zomato.com/sydney/cedars-rockdale,151.1355674,02 9597 7888,,,Rockdale,Cedars,['Fast Food'],,FALSE,#000000,3.31300813,#dee82c
" Garfield Road East, Riverstone, Sydney",55,['Pub Food'],-33.6721738,https://www.zomato.com/sydney/the-pub-rivo-riverstone,150.8752145,02 9627 1009,,,Riverstone,The Pub @ Rivo,['Pub'],,FALSE,#000000,5.630081301,#6f706b
" 323a Barrenjoey Road, Newport, Sydney",60,['Thai'],-33.6559703,https://www.zomato.com/sydney/newport-thai-newport,151.3186061,02 9999 5419,3,Average,Newport,Newport Thai,['Casual Dining'],7,FALSE,#fdab66,6.016260163,#6f706b
" Lot 101 Australis Avenue & The Village Way, Wattle Grove, Holsworthy, Sydney",70,"['Pub Food', 'Salad', 'Sandwich']",-33.9544382,https://www.zomato.com/sydney/wattle-grove-hotel-holsworthy,150.9437776,02 9731 1023,,,Holsworthy,Wattle Grove Hotel,"['Pub', 'Casual Dining']",,FALSE,#000000,6.788617886,#6f706b
" 2 Doris Street, Picnic Point, Padstow, Sydney",,"['Cafe', 'Burger']",-33.9710436,https://www.zomato.com/sydney/shop-at-picnic-point-padstow,151.0003578,(02) 9785 4311,,,Padstow,Shop at Picnic Point,['Café'],,FALSE,#000000,,#6f706b
" Blacktown Workers Sports Club, 170 Reservoir Road, Blacktown, Blacktown, Sydney",45,"['Asian', 'Australian']",-33.7942862,https://www.zomato.com/sydney/buffet-palace-blacktown,150.8964058,(02) 8822 2444,3,Average,Blacktown,Buffet Palace,['Casual Dining'],5,FALSE,#fdab66,4.857723577,#4186f4
" Wentworth Building, 1 Butlin Avenue, Darlington, Sydney",30,['Indian'],-33.8896824,https://www.zomato.com/sydney/jewel-of-india-darlington,151.1910421,Not available for this place,,,"Wentworth Building, Newton",Jewel of India,['Food Court'],,FALSE,#000000,3.699186992,#6f706b
" NBC Sports Club, 166 Windsor Road, Northmead, Sydney",90,"['Grill', 'Cafe', 'Coffee and Tea']",-33.7818194,https://www.zomato.com/sydney/maze-nbc-sports-club-northmead,150.9964846,02 9630 2875,2.9,Average,Northmead,Maze - NBC Sports Club,"['Casual Dining', 'Café']",9,FALSE,#fdb475,8.333333333,#6f706b
" 689 Forest Road, Bexley, Sydney",35,['Chinese'],-33.9619408,https://www.zomato.com/sydney/great-wall-chinese-take-away-bexley,151.1139014,02 9553 8768,2.7,Average,Bexley,Great Wall Chinese Take Away,['Casual Dining'],5,FALSE,#fdc590,4.085365854,#f45042
" 75 Sailors Bay Road, Northbridge, Sydney",20,['Cafe'],-33.8100948,https://www.zomato.com/sydney/crystal-car-wash-cafe-northbridge,151.2077174,02 9967 2111,,,Northbridge,Crystal Car Wash Cafe,['Café'],,FALSE,#000000,2.926829268,#6f706b
" Shop 2, 525 Kingsway, Miranda, Sydney",75,['Indian'],-34.0340319,https://www.zomato.com/sydney/tasty-tandoori-indian-restaurant-miranda,151.1044362,02 9531 0025,3.2,Average,Miranda,Tasty Tandoori Indian Restaurant,['Casual Dining'],15,FALSE,#fd9a4e,7.174796748,#6f706b
" Shop 1023, Level 1, Westfield Bondi Junction, 500 Oxford Street, Bondi Junction, Sydney",35,"['Seafood', 'Healthy Food']",-33.8922006,https://www.zomato.com/sydney/seaside-fresh-bondi-junction,151.2506925,02 9369 3844,,,"Westfield Bondi Junction, Bondi Junction",Seaside Fresh,['Food Court'],,FALSE,#000000,4.085365854,#6f706b
" 330 Forest Road, 	Hurstville",40,['Korean'],-33.966138,https://www.zomato.com/sydney/golden-tiger-bar-hurstville,151.1020205,02 9570 4411,,,Hurstville,Golden Tiger Bar,['Casual Dining'],,FALSE,#000000,4.471544715,#6f706b
" Shop7, 713-715 Military Road, Mosman, Sydney",40,['Japanese'],-33.8280099,https://www.zomato.com/sydney/ogenki-mosman,151.230342,02 9969 0991,,,Mosman,Ogenki,['Casual Dining'],,FALSE,#000000,4.471544715,#6f706b
" 202 Rowe Street, Eastwood, Sydney",,['Chinese'],-33.792149,https://www.zomato.com/sydney/master-da-sheng-eastwood,151.0795653,"0414 169 777, 02 9804 7900",,,Eastwood,Master Da Sheng,['Casual Dining'],,FALSE,#000000,,#f45042
" 12 Pacific Highway, St Leonards, Sydney",45,"['Ramen', 'Japanese']",-33.8237929,https://www.zomato.com/sydney/nagi-ramen-st-leonards,151.1938756,02 9966 9704,,,St Leonards,Nagi Ramen,['Casual Dining'],,FALSE,#000000,4.857723577,#6f706b
" 205 Ben Boyd Road, Neutral Bay, Sydney",30,['Cafe'],-33.830896,https://www.zomato.com/sydney/h-t-cafe-neutral-bay,151.2195608,(02) 8065 3340,,,Neutral Bay,H & T Cafe,['Café'],,FALSE,#000000,3.699186992,#6f706b
" 587-589 Crown Street, Surry Hills, Sydney",65,['Pub Food'],-33.8913591,https://www.zomato.com/sydney/crown-hotel-surry-hills,151.2126061,02 9699 3460,,,Surry Hills,Crown Hotel,['Pub'],,FALSE,#000000,6.402439024,#6f706b
" Shop 3, 201-209 High Street, Willoughby, Sydney",30,"['Cafe', 'Fish and Chips', 'Seafood']",-33.7952904,https://www.zomato.com/sydney/wellstone-willoughby,151.2006269,02 9958 8686,,,Willoughby,Wellstone,['Café'],,FALSE,#000000,3.699186992,#6f706b
" 37 Spofforth Street, Mosman, Sydney",20,['Cafe'],-33.833945,https://www.zomato.com/sydney/sunflower-lounge-mosman,151.2294032,02 9953 7007,,,Mosman,Sunflower Lounge,['Café'],,FALSE,#000000,2.926829268,#6f706b
" 80 Pacific Highway, Roseville, Roseville, Sydney",80,"['Indian', 'Nepalese']",-33.7851253,https://www.zomato.com/sydney/rashmin-roseville,151.1772478,02 9412 3737,,,Roseville,Rashmin,['Casual Dining'],,FALSE,#000000,7.56097561,#6f706b
" 425 New Canterbury Road, Dulwich Hill, Sydney",20,"['Bakery', 'Middle Eastern']",-33.9026807,https://www.zomato.com/sydney/samir-ablas-pastry-dulwich-hill,151.1431729,02 9518 1812,,,Dulwich Hill,Samir Abla's Pastry,['Bakery'],,FALSE,#000000,2.926829268,#dee82c
" Food Court, Seven Hills Plaza, Corner of Prospect Highway And Federal Road, Seven Hills, Sydney",40,['Cafe'],-33.775246,https://www.zomato.com/sydney/coffee-connections-seven-hills,150.931743,Not available for this place,,,Seven Hills Plaza,Coffee Connections,"['Food Court', 'Café']",,FALSE,#000000,4.471544715,#6f706b
" Level 1, Westfield Pitt Street Mall, 100 Pitt Street, CBD, Sydney",40,['Cafe'],-33.8704476,https://www.zomato.com/sydney/cafe-de-lucca-cbd,151.2092878,(02) 8072 7000,,,"Westfield Pitt Street Mall, CBD",Cafe De Lucca,['Café'],,FALSE,#000000,4.471544715,#6f706b
" 3/42 Birnie Avenue, Homebush, Sydney",20,"['Cafe', 'Healthy Food']",-33.8603055,https://www.zomato.com/sydney/cafe-culture-homebush,151.0593265,02 9643 9970,2.8,Average,Homebush,Cafe Culture,['Café'],6,FALSE,#fdbd83,2.926829268,#6f706b
" 185 Marrickville Road, Marrickville, Sydney",60,['Vietnamese'],-33.9112608,https://www.zomato.com/sydney/element-v-marrickville,151.1584521,02 9569 4938,,,Marrickville,Element V,['Casual Dining'],,FALSE,#000000,6.016260163,#6f706b
 6/133 Beauchamp Road,35,"['Cafe', 'Italian']",39.6629261,https://www.zomato.com/sydney/cafe-bacetti-matraville,-75.8552688,(02) 8065 9872,2.7,Average,Matraville,Cafe Bacetti,['Café'],17,FALSE,#fdc590,4.085365854,#6f706b
" Shop 1, 530 Merrylands Road, Merrylands West, Sydney, Merrylands, Sydney",60,"['Fast Food', 'Pizza']",-33.8321849,https://www.zomato.com/sydney/nikkis-pizza-merrylands,150.9685548,02 9637 0432,,,Merrylands,Nikkis Pizza,['Fast Food'],,FALSE,#000000,6.016260163,#6f706b
" 532 Anzac Parade, Kingsford, Sydney",30,['Australian'],-33.9238179,https://www.zomato.com/sydney/food-depot-kingsford,151.2279768,02 9662 3081,,,Kingsford,Food Depot,['Casual Dining'],,FALSE,#000000,3.699186992,#4186f4
" Easts Bondi Leagues Club, 93-97 Spring Street, Bondi Junction, Sydney",80,"['Burger', 'Pub Food', 'Pizza']",-33.8927865,https://www.zomato.com/sydney/bistro-one-bondi-junction,151.2489833,02 9386 3200,2.8,Average,Bondi Junction,Bistro One,['Casual Dining'],5,FALSE,#fdbd83,7.56097561,#6f706b
" 76 Rawson Street, Epping, Sydney",20,"['Bakery', 'Coffee and Tea']",-33.7715481,https://www.zomato.com/sydney/the-provence-patisserie-epping,151.0808578,0431 142 858,,,Epping,The Provence Patisserie,['Bakery'],,FALSE,#000000,2.926829268,#6f706b
" 113 Clissold Parade, Campsie, Sydney",30,"['Dumplings', 'Chinese']",-33.9089393,https://www.zomato.com/sydney/jin-yuan-bao-dumpling-restaurant-campsie,151.1039155,02 8068 1274,,,Campsie,Jin Yuan Bao Dumpling Restaurant,['Casual Dining'],,FALSE,#000000,3.699186992,#f45042
" 29 Forest Road, Arncliffe, Sydney",35,['Pizza'],-33.9389903,https://www.zomato.com/sydney/inferno-pizzeria-arncliffe,151.1455879,02 9597 7723,,,Arncliffe,Inferno Pizzeria,['Casual Dining'],,FALSE,#000000,4.085365854,#6f706b
" 2/1041 Old Princes Highway, Engadine, Sydney",40,['Cafe'],-34.0649175,https://www.zomato.com/sydney/cozy-coffee-shop-engadine,151.0129705,0430 350 780,,,Engadine,Cozy Coffee Shop,['Café'],,FALSE,#000000,4.471544715,#6f706b
" 1st Floor, The Juniors, 558A Anzac Parade, Kingsford, Sydney",100,['Modern Australian'],-33.9255336,https://www.zomato.com/sydney/sundeck-brasserie-kingsford,151.2307469,02 9349 7555,2.9,Average,"The Juniors, Kingsford",Sundeck Brasserie,['Casual Dining'],6,FALSE,#fdb475,9.105691057,#4186f4
" 195 Katoomba Street, Katoomba, Sydney",40,['Cafe'],-33.7167059,https://www.zomato.com/sydney/vees-cafe-katoomba,150.310785,(02) 4782 6264,,,Katoomba,Vee's Cafe,['Café'],,FALSE,#000000,4.471544715,#6f706b
" 222 George Street, Liverpool, Sydney",30,"['Pizza', 'Kebab']",-33.9231559,https://www.zomato.com/sydney/ultimate-bite-liverpool,150.9249339,02 9601 3001,,,Liverpool,Ultimate Bite,['Fast Food'],,FALSE,#000000,3.699186992,#6f706b
" 274 Woodville Road, Merrylands, Sydney",30,['Kebab'],-33.8485531,https://www.zomato.com/sydney/helta-kebabs-merrylands,150.997133,02 9632 1250,,,Merrylands,Helta Kebabs,['Fast Food'],,FALSE,#000000,3.699186992,#6f706b
" 7 Rochester Street, Homebush, Sydney",90,['Indian'],-33.8667877,https://www.zomato.com/sydney/rasika-homebush,151.084561,02 9746 7794,,,Homebush,Rasika,['Casual Dining'],,FALSE,#000000,8.333333333,#6f706b
" 4/346 Galston Road Galston, Dural, Sydney",40,['Cafe'],-33.6528122,https://www.zomato.com/sydney/the-local-collective-cafe-dural,151.0466815,02 9653 1461,,,Dural,The Local Collective Cafe,['Café'],,FALSE,#000000,4.471544715,#6f706b
" 6 St Martins Crescent, Blacktown, Sydney",30,['BBQ'],-33.7811994,https://www.zomato.com/sydney/everyday-bbq-fast-food-blacktown,150.9189932,02 9831 3110,,,Blacktown,Everyday BBQ Fast Food,['Casual Dining'],,FALSE,#000000,3.699186992,#6f706b
" Q Station, North Head Scenic Drive, Manly, Sydney",80,['Modern Australian'],-33.8124363,https://www.zomato.com/sydney/engine-room-bar-q-station-manly,151.2939565,02 9466 1500,,,"Q Station, Manly",Engine Room Bar - Q Station,['Casual Dining'],,FALSE,#000000,7.56097561,#4186f4
" Food Court, Campsie Centre, 14-28 Amy Street, Campsie, Sydney",25,['Turkish'],-33.9133132,https://www.zomato.com/sydney/oz-turko-campsie,151.1029957,Not available for this place,,,"Campsie Centre, Campsie",Oz Turko,['Food Court'],,FALSE,#000000,3.31300813,#6f706b
" Level 2, Tradies Club Caringbah, 28-30 Banksia Road, Caringbah, Sydney",100,"['Modern Australian', 'Asian']",-34.041996,https://www.zomato.com/sydney/the-loft-caringbah,151.1244659,02 9524 9135,,,Tradies Caringbah,The Loft,['Casual Dining'],,TRUE,#000000,9.105691057,#4186f4
" 1185 Botany Road, 	Mascot",40,"['Mediterranean', 'Seafood']",-33.9310394,https://www.zomato.com/sydney/mediteranean-seafood-mascot,151.1947146,02 9667 1320,,,Mascot,Mediteranean Seafood,['Fast Food'],,FALSE,#000000,4.471544715,#6f706b
" Shop 3, 20-22 Hughes Street, Cabramatta, Sydney",30,['Vietnamese'],-33.893714,https://www.zomato.com/sydney/que-huong-1-cabramatta,150.9361639,02 9723 6701,,,Cabramatta,Que Huong,['Casual Dining'],,FALSE,#000000,3.699186992,#6f706b
" 65-95 Nottinghill Road, Berala, Sydney",50,['Modern Australian'],-33.8813433,https://www.zomato.com/sydney/carnarvon-golf-club-berala,151.0384039,(02) 9649 6255,2.8,Average,Berala,Carnarvon Golf Club,['Casual Dining'],5,FALSE,#fdbd83,5.243902439,#4186f4
" Shop 1011, Level 1, Food Court, Westfield Miranda, 600 Kingsway, Miranda, Sydney",40,"['Thai', 'Asian']",-34.0350519,https://www.zomato.com/sydney/the-foodie-house-miranda,151.1003508,02 9526 2334,,,"Westfield Miranda, Miranda",The Foodie House,['Casual Dining'],,FALSE,#000000,4.471544715,#6f706b
" Fairfield RSL, 14 Anzac Avenue, Fairfield, Sydney",50,"['Cafe', 'Sandwich', 'Pizza']",-33.8732493,https://www.zomato.com/sydney/the-peninsula-cafe-fairfield-rsl-fairfield,150.9575323,02 9727 5000,,,"Fairfield RSL, Fairfield",The Peninsula Cafe - Fairfield RSL,['Café'],,FALSE,#000000,5.243902439,#6f706b
" 196 Pittwater Road, Manly, Sydney",40,"['Italian', 'Pizza']",-33.788463,https://www.zomato.com/sydney/garage-pizzeria-manly,151.2850183,02 8966 9234,,,Manly,Garage Pizzeria,['Casual Dining'],,FALSE,#000000,4.471544715,#6f706b
" 94 Cahors Road, Padstow, Sydney",45,['Pizza'],-33.9499114,https://www.zomato.com/sydney/mamma-della-pizza-padstow,151.0300276,02 9774 5606,,,Padstow,Mamma Della Pizza,['Casual Dining'],,FALSE,#000000,4.857723577,#6f706b
" 1/98 Cronulla Street, Cronulla, Sydney",50,['American'],-34.0544177,https://www.zomato.com/sydney/dogma-cronulla,151.152308,02 9527 4446,,,Cronulla,Dogma,['Casual Dining'],,FALSE,#000000,5.243902439,#6f706b
" 144-148 Windsor Street, Richmond, Sydney",70,['Indian'],-33.5982221,https://www.zomato.com/sydney/patiala-house-indian-restaurant-richmond,150.7536343,02 4578 0859,2.6,Average,Richmond,Patiala House Indian Restaurant,['Casual Dining'],6,FALSE,#fdce9e,6.788617886,#6f706b
" 19-21 Dover Road, Rose Bay, Rose Bay, Sydney",30,"['Cafe', 'Healthy Food']",-33.8706309,https://www.zomato.com/sydney/parisis-food-hall-cafe-rose-bay,151.2703252,(02) 9371 2411,,,Rose Bay,Parisi's Food Hall Cafe,['Café'],,FALSE,#000000,3.699186992,#6f706b
" Shop 9, 7-11 Clarks Street, Crows Nest, Sydney",20,"['Cafe', 'Sandwich']",-33.8256596,https://www.zomato.com/sydney/the-brunch-bar-crows-nest,151.20026,02 9439 1614,,,Crows Nest,The Brunch Bar,['Café'],,FALSE,#000000,2.926829268,#6f706b
" 19 Roseby Street, Birkenhead Point shopping centre, Drummoyne, Sydney",,['Italian'],-33.8560051,https://www.zomato.com/sydney/la-piccola-cucina-drummoyne,151.1622788,02 9719 9304,,,"Birkenhead Point Shopping Centre, Drummoyne",La Piccola Cucina,"['Casual Dining', 'Food Court']",,FALSE,#000000,,#6f706b
" 154 Glenayr Avenue, Bondi Beach, Sydney",45,['Cafe'],-33.8886125,https://www.zomato.com/sydney/bondi-beach-cafe-bondi-beach,151.2711346,"(02) 9365 7333, 0401 858 905",,,Bondi Beach,Bondi Beach Cafe,['Café'],,FALSE,#000000,4.857723577,#6f706b
" 93 Queen Street, St Marys, Sydney",40,['Cafe'],-33.7651867,https://www.zomato.com/sydney/luckys-cafe-st-marys,150.7739339,(02) 9623 5308,,,St Marys,Lucky's Cafe,['Café'],,FALSE,#000000,4.471544715,#6f706b
" 24 South Street, Granville, Sydney",45,['Drinks Only'],-33.8334205,https://www.zomato.com/sydney/royal-hotel-granville,151.0108232,02 9637 1633,,,Granville,Royal Hotel,['Pub'],,FALSE,#000000,4.857723577,#6f706b
" Level 2, Macarthur Square Shopping Centre, 200 Gilchrist Drive, Campbelltown, Sydney",30,['Sushi'],-34.074829,https://www.zomato.com/sydney/sushi-mashita-campbelltown,150.797835,0433 824 969,,,"Macarthur Square Shopping Centre, Campbeltown",Sushi Mashita,['Fast Food'],,FALSE,#000000,3.699186992,#6f706b
